"_raw","_time",host,index,linecount,source,sourcetype,"splunk_server"
"{""eventDatetime"": ""2025-04-30T08:57:59.762Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1697,""comments"": ""Received request for postMaintenanceWorkOrdersDff"",""uniqueId"": ""15ff3f8e-2e1f-4dec-b9b2-8cf29510cd76"",""interfaceId"": ""SA00057"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""3777be31bc1a4a708247a0b0d644e437"",""originalClientName"": ""dev-ia10201-bsna-ofusionbts-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""sa00057-bts-ofusionbts-scm-v1-dev-us"",""environment"": ""dev"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""postMaintenanceWorkOrdersDff""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""WorkOrderNumber"",""Value"": null},{""Name"": ""IdType"",""Value"": ""WONumber""},{""Name"": ""InterfaceId"",""Value"": null},{""Name"": ""BiNumber"",""Value"": null},{""Name"": ""BusinessObject"",""Value"": ""ACCOUNTINGSEGMENTS""}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""payload"": {""encoding"": ""UTF-8"",""mimeType"": ""application/json""},""eventDatetime"": ""2025-04-30T08:57:59.413Z"",""eventType"": ""ERROR"",""failureType"": ""DATA"",""errors"": [{""description"": ""Unresolved Error Description. When called the application 'patchSalesOrders (SOAP Web Service)' from 'ia10201-bsna-ofusionbts-v1-dev' application /n Failed at Component :patchSalesOrdersSubFlow/processors/7/processors/3 @ ia10201-bsna-ofusionbts-v1-dev:postAccountingSegments.xml:464 (patchSalesOrderResponseValidation)"",""type"": ""VALIDATION:INVALID_BOOLEAN"",""cause"": ""org.mule.extension.validation.api.ValidationException - Error on 'patchSalesOrders'"",""detailedDescription"": ""Error on 'patchSalesOrders'. Error occurred when called the application 'patchSalesOrders (SOAP Web Service)' from 'ia10201-bsna-ofusionbts-v1-dev' application""}],""metadata"": {""step"": 1691,""comments"": ""patchSalesOrder Validation Failed"",""uniqueId"": ""9f4c318c-3b52-4c3f-8a92-a2d83f3ab163"",""interfaceId"": ""IA10201"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""79554fc558f84d5abe73007fcc502feb"",""originalClientName"": ""dev-us-ea00039-core-axway-filerouter-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""ia10201-bsna-ofusionbts-v1-dev"",""environment"": ""dev-us"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchSalesOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""InterfaceId"",""Value"": ""INT327""},{""Name"": ""BiNumber"",""Value"": ""BI00803""},{""Name"": ""BusinessObject"",""Value"": """"},{""Name"": ""XX_SO_HEADER_ID"",""Value"": ""300000448230973""},{""Name"": ""XX_SO_ORDER_KEY"",""Value"": ""OPS:300000020154917""},{""Name"": ""XX_WO_ID"",""Value"": ""300000448230965""},{""Name"": ""DebriefNumbers"",""Value"": """"},{""Name"": ""SalesOrderNumbers"",""Value"": """"},{""Name"": ""XX_SO_ORDER_NUMBER"",""Value"": ""SR00029520""},{""Name"": ""XX_SO_LINE_NUMBER"",""Value"": ""2,1""},{""Name"": ""ValidationErrors"",""Value"": {""Errors"": [{""SO_ORDER_NUMBER"": ""SR00029520"",""WO_NUMBER"": ""WO00029722"",""SO_LINE_NUMBER"": ""2"",""CorrelationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""Source"": ""ORACLEFUSIONBSNA"",""Target"": ""OracleFusionBSNA"",""FailureType"": ""DATA"",""APIId"": null,""ValidationErrorsOnHeader"": ""ERROR"",""ValidationErrorsOnLine"": ""The request wasn't successful because Order Management can't find details about the orchestration group. (DOO-2686164) Details: Order Management will automatically try the request again. If the problem persists, use the Recover Order action in the Order Management work area. As an alternative, go to the Scheduled Processes work area, then run the Recover Errors scheduled process.""},{""SO_ORDER_NUMBER"": ""SR00029520"",""WO_NUMBER"": ""WO00029722"",""SO_LINE_NUMBER"": ""1"",""CorrelationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""Source"": ""ORACLEFUSIONBSNA"",""Target"": ""OracleFusionBSNA"",""FailureType"": ""DATA"",""APIId"": null,""ValidationErrorsOnHeader"": ""ERROR"",""ValidationErrorsOnLine"": ""The request wasn't successful because Order Management can't find details about the orchestration group. (DOO-2686164) Details: Order Management will automatically try the request again. If the problem persists, use the Recover Order action in the Order Management work area. As an alternative, go to the Scheduled Processes work area, then run the Recover Errors scheduled process.""}]}},{""Name"": ""ReleasePauseValidationErrors"",""Value"": """"}],""autocorrection"": {""originalFailureType"": ""DATA"",""updatedFailureType"": """",""autoCorrected"": ""N""},""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""},""notificationDetails"": {""enabled"": ""Y"",""notificationType"": ""E"",""emailDistributionList"": ""tahniyath.fatima-ext@jci.com"",""SNOWGroup"": [null],""region"": ""US"",""severity"": ""LOW""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.047Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1684,""comments"": ""Received request for patchMaintenanceWorkOrders"",""uniqueId"": ""dd2a5b7a-0ea2-40ce-9246-ec18021ae8cf"",""interfaceId"": ""SA00057"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""3777be31bc1a4a708247a0b0d644e437"",""originalClientName"": ""dev-ia10201-bsna-ofusionbts-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""sa00057-bts-ofusionbts-scm-v1-dev-us"",""environment"": ""dev"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""postMaintenanceWorkOrdersDff""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""WorkOrderNumber"",""Value"": null},{""Name"": ""IdType"",""Value"": ""workOrderId""},{""Name"": ""InterfaceId"",""Value"": null},{""Name"": ""BiNumber"",""Value"": null},{""Name"": ""BusinessObject"",""Value"": ""ACCOUNTINGSEGMENTS""}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.75Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1695,""comments"": ""Response received for patchSalesOrders"",""uniqueId"": ""7927d20f-4083-407d-99a6-69992d0a416f"",""interfaceId"": ""IA10201"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""79554fc558f84d5abe73007fcc502feb"",""originalClientName"": ""dev-us-ea00039-core-axway-filerouter-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""ia10201-bsna-ofusionbts-v1-dev"",""environment"": ""dev-us"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchSalesOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""InterfaceId"",""Value"": ""INT327""},{""Name"": ""BiNumber"",""Value"": ""BI00803""},{""Name"": ""XX_SO_HEADER_ID"",""Value"": ""300000448230973""},{""Name"": ""XX_SO_ORDER_KEY"",""Value"": ""OPS:300000020154917""},{""Name"": ""XX_WO_ID"",""Value"": ""300000448230965""},{""Name"": ""XX_DEBRIEF_NUMBER"",""Value"": ""WO00029722""},{""Name"": ""XX_SO_FULFILL_LINE_ID"",""Value"": ""300000448230984,300000448230976""},{""Name"": ""XX_SO_ORDER_NUMBER"",""Value"": ""SR00029520""},{""Name"": ""XX_SO_LINE_NUMBER"",""Value"": ""2,1""},{""Name"": ""BusinessObject"",""Value"": """"},{""Name"": ""DebriefNumbers"",""Value"": """"},{""Name"": ""SalesOrderNumbers"",""Value"": """"}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.403Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1689,""comments"": ""patchSalesOrders request has been processed"",""uniqueId"": ""2a8b52df-13bf-4028-9d33-f810b159e382"",""interfaceId"": ""SA00057"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""3777be31bc1a4a708247a0b0d644e437"",""originalClientName"": ""dev-ia10201-bsna-ofusionbts-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""sa00057-bts-ofusionbts-scm-v1-dev-us"",""environment"": ""dev"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchSalesOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""OrderKey"",""Value"": """"},{""Name"": ""IdType"",""Value"": ""orderKey""},{""Name"": ""InterfaceId"",""Value"": null},{""Name"": ""BiNumber"",""Value"": null},{""Name"": ""BusinessObject"",""Value"": ""ACCOUNTINGSEGMENTS""},{""Name"": ""SalesOrderValidationErrors"",""Value"": {""Errors"": [{""SO_ORDER_NUMBER"": ""SR00029520"",""WO_NUMBER"": ""WO00029722"",""SO_LINE_NUMBER"": ""2"",""CorrelationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""Source"": ""ORACLEFUSIONBSNA"",""Target"": ""OracleFusionBSNA"",""FailureType"": ""DATA"",""APIId"": null,""ValidationErrorsOnHeader"": ""ERROR"",""ValidationErrorsOnLine"": ""The request wasn't successful because Order Management can't find details about the orchestration group. (DOO-2686164) Details: Order Management will automatically try the request again. If the problem persists, use the Recover Order action in the Order Management work area. As an alternative, go to the Scheduled Processes work area, then run the Recover Errors scheduled process.""},{""SO_ORDER_NUMBER"": ""SR00029520"",""WO_NUMBER"": ""WO00029722"",""SO_LINE_NUMBER"": ""1"",""CorrelationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""Source"": ""ORACLEFUSIONBSNA"",""Target"": ""OracleFusionBSNA"",""FailureType"": ""DATA"",""APIId"": null,""ValidationErrorsOnHeader"": ""ERROR"",""ValidationErrorsOnLine"": ""The request wasn't successful because Order Management can't find details about the orchestration group. (DOO-2686164) Details: Order Management will automatically try the request again. If the problem persists, use the Recover Order action in the Order Management work area. As an alternative, go to the Scheduled Processes work area, then run the Recover Errors scheduled process.""}]}},{""Name"": ""ReleasePauseValidationErrors"",""Value"": """"}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.053Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1687,""comments"": ""Request received for patchSalesOrders"",""uniqueId"": ""c240fb86-7b1f-49c0-a8c7-0a4f2e6674b1"",""interfaceId"": ""IA10201"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""79554fc558f84d5abe73007fcc502feb"",""originalClientName"": ""dev-us-ea00039-core-axway-filerouter-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""ia10201-bsna-ofusionbts-v1-dev"",""environment"": ""dev-us"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchSalesOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""InterfaceId"",""Value"": ""INT327""},{""Name"": ""BiNumber"",""Value"": ""BI00803""},{""Name"": ""XX_SO_HEADER_ID"",""Value"": ""300000448230973""},{""Name"": ""XX_SO_ORDER_KEY"",""Value"": ""OPS:300000020154917""},{""Name"": ""XX_WO_ID"",""Value"": ""300000448230965""},{""Name"": ""XX_DEBRIEF_NUMBER"",""Value"": ""WO00029722""},{""Name"": ""XX_SO_FULFILL_LINE_ID"",""Value"": ""300000448230984,300000448230976""},{""Name"": ""XX_SO_ORDER_NUMBER"",""Value"": ""SR00029520""},{""Name"": ""XX_SO_LINE_NUMBER"",""Value"": ""2,1""},{""Name"": ""BusinessObject"",""Value"": """"},{""Name"": ""DebriefNumbers"",""Value"": """"},{""Name"": ""SalesOrderNumbers"",""Value"": """"}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.051Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1686,""comments"": ""Response received for patchMaintenanaceWorkOrders"",""uniqueId"": ""1d3a31b1-cd4e-499b-86a5-d2b61f5dc9a1"",""interfaceId"": ""IA10201"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""79554fc558f84d5abe73007fcc502feb"",""originalClientName"": ""dev-us-ea00039-core-axway-filerouter-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""ia10201-bsna-ofusionbts-v1-dev"",""environment"": ""dev-us"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchMaintenanceWorkOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""InterfaceId"",""Value"": ""INT327""},{""Name"": ""BiNumber"",""Value"": ""BI00803""},{""Name"": ""XX_SO_HEADER_ID"",""Value"": ""300000448230973""},{""Name"": ""XX_SO_ORDER_KEY"",""Value"": ""OPS:300000020154917""},{""Name"": ""XX_WO_ID"",""Value"": ""300000448230965""},{""Name"": ""XX_WO_OPERATION_ID"",""Value"": ""300000448230971,300000448230971""},{""Name"": ""XX_WO_OPERATION_MATERIAL_ID"",""Value"": """"},{""Name"": ""XX_WO_OPERATION_RESOURCE_ID"",""Value"": """"},{""Name"": ""XX_DEBRIEF_NUMBER"",""Value"": ""WO00029722""},{""Name"": ""XX_SO_ORDER_NUMBER"",""Value"": ""SR00029520""},{""Name"": ""XX_SO_LINE_NUMBER"",""Value"": ""2,1""},{""Name"": ""BusinessObject"",""Value"": """"},{""Name"": ""DebriefNumbers"",""Value"": """"},{""Name"": ""SalesOrderNumbers"",""Value"": """"}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.048Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1685,""comments"": ""patchMaintenanceWorkOrders request has been processed"",""uniqueId"": ""1a717ff4-7bc3-4bd6-8450-df191ec91dd4"",""interfaceId"": ""SA00057"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""3777be31bc1a4a708247a0b0d644e437"",""originalClientName"": ""dev-ia10201-bsna-ofusionbts-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""sa00057-bts-ofusionbts-scm-v1-dev-us"",""environment"": ""dev"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""postMaintenanceWorkOrdersDff""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""WorkOrderNumber"",""Value"": null},{""Name"": ""IdType"",""Value"": ""workOrderId""},{""Name"": ""InterfaceId"",""Value"": null},{""Name"": ""BiNumber"",""Value"": null},{""Name"": ""BusinessObject"",""Value"": ""ACCOUNTINGSEGMENTS""}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-001755a8dc8905709.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.746Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1694,""comments"": ""patchSalesOrders request has been processed"",""uniqueId"": ""203b1a6c-ccae-4fd4-b1c2-a2fdf9570188"",""interfaceId"": ""SA00057"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""3777be31bc1a4a708247a0b0d644e437"",""originalClientName"": ""dev-ia10201-bsna-ofusionbts-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""sa00057-bts-ofusionbts-scm-v1-dev-us"",""environment"": ""dev"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchSalesOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""OrderKey"",""Value"": """"},{""Name"": ""IdType"",""Value"": ""orderKey""},{""Name"": ""InterfaceId"",""Value"": null},{""Name"": ""BiNumber"",""Value"": null},{""Name"": ""BusinessObject"",""Value"": ""ACCOUNTINGSEGMENTS""},{""Name"": ""SalesOrderValidationErrors"",""Value"": {""Errors"": [{""SO_ORDER_NUMBER"": ""SR00029520"",""WO_NUMBER"": ""WO00029722"",""SO_LINE_NUMBER"": ""2"",""CorrelationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""Source"": ""ORACLEFUSIONBSNA"",""Target"": ""OracleFusionBSNA"",""FailureType"": ""DATA"",""APIId"": null,""ValidationErrorsOnHeader"": ""ERROR"",""ValidationErrorsOnLine"": ""The request wasn't successful because Order Management can't find details about the orchestration group. (DOO-2686164) Details: Order Management will automatically try the request again. If the problem persists, use the Recover Order action in the Order Management work area. As an alternative, go to the Scheduled Processes work area, then run the Recover Errors scheduled process.""},{""SO_ORDER_NUMBER"": ""SR00029520"",""WO_NUMBER"": ""WO00029722"",""SO_LINE_NUMBER"": ""1"",""CorrelationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""Source"": ""ORACLEFUSIONBSNA"",""Target"": ""OracleFusionBSNA"",""FailureType"": ""DATA"",""APIId"": null,""ValidationErrorsOnHeader"": ""ERROR"",""ValidationErrorsOnLine"": ""The request wasn't successful because Order Management can't find details about the orchestration group. (DOO-2686164) Details: Order Management will automatically try the request again. If the problem persists, use the Recover Order action in the Order Management work area. As an alternative, go to the Scheduled Processes work area, then run the Recover Errors scheduled process.""}]}},{""Name"": ""ReleasePauseValidationErrors"",""Value"": """"}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-0ac898277bbae2f1b.jci.splunkcloud.com"
"{""eventDatetime"": ""2025-04-30T08:57:59.406Z"",""eventType"": ""INFO"",""metadata"": {""step"": 1690,""comments"": ""Response received for patchSalesOrders"",""uniqueId"": ""83ed6f6e-91e2-42fb-bab5-b6f11ed6682c"",""interfaceId"": ""IA10201"",""correlationId"": ""f2fc9540-25a0-11f0-92df-0eb99397e6ff"",""source"": ""ORACLEFUSIONBSNA"",""target"": ""ORACLEFUSIONBSNA"",""originalClientId"": ""79554fc558f84d5abe73007fcc502feb"",""originalClientName"": ""dev-us-ea00039-core-axway-filerouter-v1"",""businessObject"": ""ACCOUNTINGSEGMENTS"",""appName"": ""ia10201-bsna-ofusionbts-v1-dev"",""environment"": ""dev-us"",""customMetadata"": [{""Name"": ""Resource"",""Value"": ""patchSalesOrders""},{""Name"": ""Source"",""Value"": ""ORACLEFUSIONBSNA""},{""Name"": ""Target"",""Value"": ""OracleFusionBSNA""},{""Name"": ""InterfaceId"",""Value"": ""INT327""},{""Name"": ""BiNumber"",""Value"": ""BI00803""},{""Name"": ""XX_SO_HEADER_ID"",""Value"": ""300000448230973""},{""Name"": ""XX_SO_ORDER_KEY"",""Value"": ""OPS:300000020154917""},{""Name"": ""XX_WO_ID"",""Value"": ""300000448230965""},{""Name"": ""XX_DEBRIEF_NUMBER"",""Value"": ""WO00029722""},{""Name"": ""XX_SO_FULFILL_LINE_ID"",""Value"": ""300000448230984,300000448230976""},{""Name"": ""XX_SO_ORDER_NUMBER"",""Value"": ""SR00029520""},{""Name"": ""XX_SO_LINE_NUMBER"",""Value"": ""2,1""},{""Name"": ""BusinessObject"",""Value"": """"},{""Name"": ""DebriefNumbers"",""Value"": """"},{""Name"": ""SalesOrderNumbers"",""Value"": """"}],""sourceBusinessServiceId"": ""BS53408"",""targetBusinessServiceId"": ""BS53408"",""businessIntegrationNumber"": ""TBD"",""businessUnit"": ""TBD""}}","2025-04-30T08:57:59.000+0000","http-inputs-jci.splunkcloud.com","ei_dev_mule_apps",1,"http:SPLUNK_HEC_MULE_APPS_DEV_EVENTS","_json","idx-i-0ac898277bbae2f1b.jci.splunkcloud.com"
